_id,Condition,ICD10,ICD10QF,SMRType,FinancialYear,Gender,GenderQF,AgeGroup,AgeGroupQF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
14833,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2014/15,Male, ,All,d,20.2,15.3,2.9, ,489, ,369, ,69, ,1.3
14834,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2014/15,Female, ,All,d,4.4,3.9,1, ,120, ,105, ,27, ,1.1
14835,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2015/16,Male, ,All,d,18.5,14.1,2.3, ,453, ,345, ,54, ,1.3
14836,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2015/16,Female, ,All,d,4.9,4,1.1, ,138, ,111, ,33, ,1.2
14837,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2016/17,Male, ,All,d,19.1,13.8,3, ,477, ,345, ,75, ,1.4
14838,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2016/17,Female, ,All,d,5.5,4.2,1.1, ,153, ,114, ,30, ,1.3
14839,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2017/18,Male, ,All,d,18.2,14.3,3.2, ,459, ,363, ,81, ,1.3
14840,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2017/18,Female, ,All,d,5.2,4.2,1, ,147, ,120, ,30, ,1.2
14841,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2018/19,Male, ,All,d,16.7,13.4,2.5, ,426, ,342, ,63, ,1.2
14842,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2018/19,Female, ,All,d,4.4,3.5,1, ,126, ,99, ,30, ,1.3
14843,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2019/20,Male, ,All,d,16.2,13.1,2.7, ,411, ,336, ,69, ,1.2
14844,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR01,2019/20,Female, ,All,d,4.5,4,1.2, ,129, ,114, ,36, ,1.1
14845,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,1997/98,Male, ,All,d,14.2,12.2, ,:,315, ,270, , ,:,1.2
14846,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,1997/98,Female, ,All,d,5.3,4.3, ,:,129, ,105, , ,:,1.2
14847,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,1998/99,Male, ,All,d,14.8,12.4, ,:,318, ,270, , ,:,1.2
14848,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,1998/99,Female, ,All,d,4.2,3.5, ,:,102, ,87, , ,:,1.2
14849,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,1999/00,Male, ,All,d,13.5,12.1, ,:,297, ,267, , ,:,1.1
14850,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,1999/00,Female, ,All,d,3.9,3.6, ,:,93, ,87, , ,:,1.1
14851,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2000/01,Male, ,All,d,11.2,9.9, ,:,252, ,225, , ,:,1.1
14852,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2000/01,Female, ,All,d,3.9,3.5, ,:,96, ,87, , ,:,1.1
14853,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2001/02,Male, ,All,d,12.6,11.1, ,:,282, ,249, , ,:,1.1
14854,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2001/02,Female, ,All,d,3.8,3.3, ,:,93, ,81, , ,:,1.1
14855,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2002/03,Male, ,All,d,12.3,11.3, ,:,276, ,255, , ,:,1.1
14856,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2002/03,Female, ,All,d,4,3.5, ,:,99, ,87, , ,:,1.1
14857,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2003/04,Male, ,All,d,11.6,10.2, ,:,264, ,231, , ,:,1.1
14858,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2003/04,Female, ,All,d,3.3,2.6, ,:,81, ,66, , ,:,1.2
14859,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2004/05,Male, ,All,d,9.8,8.8, ,:,228, ,204, , ,:,1.1
14860,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2004/05,Female, ,All,d,3.8,3.4, ,:,96, ,84, , ,:,1.1
14861,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2005/06,Male, ,All,d,9.5,8.5, ,:,219, ,195, , ,:,1.1
14862,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2005/06,Female, ,All,d,2.6,2.2, ,:,69, ,57, , ,:,1.2
14863,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2006/07,Male, ,All,d,7.5,6.8, ,:,177, ,159, , ,:,1.1
14864,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2006/07,Female, ,All,d,2.2,1.9, ,:,57, ,48, , ,:,1.2
14865,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2007/08,Male, ,All,d,8.8,7.7,4.2, ,210, ,183, ,96, ,1.1
14866,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2007/08,Female, ,All,d,2.2,2,1.4, ,60, ,54, ,36, ,1.1
14867,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2008/09,Male, ,All,d,8.1,7.3,3.8, ,195, ,177, ,87, ,1.1
14868,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2008/09,Female, ,All,d,2.3,2.2,1.1, ,63, ,57, ,30, ,1.1
14869,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2009/10,Male, ,All,d,7.7,7.2,3.9, ,186, ,174, ,93, ,1.1
14870,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2009/10,Female, ,All,d,2.3,2,1.1, ,60, ,54, ,30, ,1.1
14871,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2010/11,Male, ,All,d,7.2,6.4,3.5, ,171, ,153, ,84, ,1.1
14872,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2010/11,Female, ,All,d,2.3,2.1,1.2, ,63, ,54, ,33, ,1.2
14873,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2011/12,Male, ,All,d,6.9,6,3.1, ,168, ,144, ,72, ,1.2
14874,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2011/12,Female, ,All,d,2.2,2,1.2, ,60, ,54, ,33, ,1.1
14875,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2012/13,Male, ,All,d,5.8,5,2.6, ,144, ,123, ,63, ,1.2
14876,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2012/13,Female, ,All,d,2.1,1.9,1.1, ,57, ,51, ,30, ,1.1
14877,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2013/14,Male, ,All,d,6,5.5,2.9, ,153, ,138, ,69, ,1.1
14878,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2013/14,Female, ,All,d,2,1.8,1, ,54, ,48, ,27, ,1.1
14879,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2014/15,Male, ,All,d,5.7,5.3,3, ,141, ,132, ,75, ,1.1
14880,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2014/15,Female, ,All,d,1.7,1.5,.9, ,48, ,42, ,27, ,1.1
14881,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2015/16,Male, ,All,d,6.9,6.1,3.8, ,174, ,153, ,96, ,1.1
14882,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2015/16,Female, ,All,d,2,1.7,.9, ,54, ,45, ,24, ,1.2
14883,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2016/17,Male, ,All,d,5.2,4.7,2.8, ,132, ,120, ,69, ,1.1
14884,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2016/17,Female, ,All,d,1.3,1.2,.9, ,36, ,33, ,24, ,1.1
14885,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2017/18,Male, ,All,d,5.4,5.1,3, ,141, ,129, ,75, ,1.1
14886,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2017/18,Female, ,All,d,1.9,1.6,.8, ,54, ,45, ,21, ,1.2
14887,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2018/19,Male, ,All,d,4.8,4.4,2.4, ,126, ,114, ,63, ,1.1
14888,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,SMR04,2018/19,Female, ,All,d,2,1.9,1, ,57, ,54, ,30, ,1.1
14889,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,1997/98,Male, ,All,d,28.1,23.5, ,:,600, ,501, , ,:,1.2
14890,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,1997/98,Female, ,All,d,8.9,7.1, ,:,213, ,171, , ,:,1.2
14891,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,1998/99,Male, ,All,d,28,23.1, ,:,582, ,477, , ,:,1.2
14892,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,1998/99,Female, ,All,d,8.5,7, ,:,204, ,171, , ,:,1.2
14893,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,1999/00,Male, ,All,d,27.4,23.7, ,:,576, ,498, , ,:,1.2
14894,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,1999/00,Female, ,All,d,8.1,7, ,:,195, ,171, , ,:,1.1
14895,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2000/01,Male, ,All,d,24.4,20.8, ,:,525, ,447, , ,:,1.2
14896,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2000/01,Female, ,All,d,7.8,6.5, ,:,192, ,159, , ,:,1.2
14897,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2001/02,Male, ,All,d,27.8,22.7, ,:,591, ,483, , ,:,1.2
14898,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2001/02,Female, ,All,d,7.7,6.4, ,:,189, ,156, , ,:,1.2
14899,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2002/03,Male, ,All,d,29.6,24.3, ,:,636, ,525, , ,:,1.2
14900,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2002/03,Female, ,All,d,8.7,7.3, ,:,213, ,180, , ,:,1.2
14901,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2003/04,Male, ,All,d,28.2,22.4, ,:,612, ,486, , ,:,1.3
14902,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2003/04,Female, ,All,d,8.2,6.5, ,:,204, ,162, , ,:,1.3
14903,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2004/05,Male, ,All,d,30.7,24.6, ,:,678, ,543, , ,:,1.2
14904,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2004/05,Female, ,All,d,8.9,7, ,:,222, ,177, , ,:,1.3
14905,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2005/06,Male, ,All,d,29.7,23.9, ,:,657, ,522, , ,:,1.3
14906,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2005/06,Female, ,All,d,7.1,5.9, ,:,180, ,150, , ,:,1.2
14907,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2006/07,Male, ,All,d,25.9,20.6, ,:,585, ,465, , ,:,1.3
14908,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2006/07,Female, ,All,d,7.2,6, ,:,186, ,156, , ,:,1.2
14909,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2007/08,Male, ,All,d,28.2,22.4,4.4, ,639, ,507, ,99, ,1.3
14910,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2007/08,Female, ,All,d,6.9,5.8,1.5, ,180, ,150, ,39, ,1.2
14911,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2008/09,Male, ,All,d,26.7,21.1,4.1, ,618, ,489, ,93, ,1.3
14912,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2008/09,Female, ,All,d,6.8,5.6,1.4, ,180, ,147, ,39, ,1.2
14913,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2009/10,Male, ,All,d,26.9,20.7,4.9, ,633, ,486, ,111, ,1.3
14914,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2009/10,Female, ,All,d,7.1,5.8,1.7, ,186, ,153, ,45, ,1.2
14915,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2010/11,Male, ,All,d,26.9,20.9,3.9, ,627, ,486, ,87, ,1.3
14916,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2010/11,Female, ,All,d,8.9,6.7,1.6, ,237, ,177, ,42, ,1.3
14917,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2011/12,Male, ,All,d,25.8,19.5,3.8, ,612, ,462, ,87, ,1.3
14918,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2011/12,Female, ,All,d,8.1,6.4,1.5, ,219, ,174, ,39, ,1.3
14919,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2012/13,Male, ,All,d,25.6,19.7,3.7, ,606, ,468, ,84, ,1.3
14920,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2012/13,Female, ,All,d,6.9,5.2,1.4, ,186, ,141, ,36, ,1.3
14921,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2013/14,Male, ,All,d,26.3,18.4,3, ,639, ,447, ,75, ,1.4
14922,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2013/14,Female, ,All,d,6.9,5.5,1.1, ,186, ,150, ,30, ,1.2
14923,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2014/15,Male, ,All,d,25.9,19.5,3.4, ,630, ,474, ,81, ,1.3
14924,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2014/15,Female, ,All,d,6.1,5.1,1.3, ,168, ,141, ,36, ,1.2
14925,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2015/16,Male, ,All,d,25.4,19.5,3, ,630, ,483, ,72, ,1.3
14926,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2015/16,Female, ,All,d,6.9,5.5,1.3, ,192, ,153, ,36, ,1.3
14927,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2016/17,Male, ,All,d,24.3,17.9,3.5, ,609, ,450, ,87, ,1.4
14928,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2016/17,Female, ,All,d,6.7,5.1,1.3, ,186, ,141, ,36, ,1.3
14929,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2017/18,Male, ,All,d,23.7,18.8,3.6, ,600, ,477, ,90, ,1.3
14930,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2017/18,Female, ,All,d,7,5.4,1.4, ,201, ,153, ,39, ,1.3
14931,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2018/19,Male, ,All,d,21.5,17.1,3.1, ,552, ,438, ,78, ,1.3
14932,M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7", ,Combined,2018/19,Female, ,All,d,6.4,5.1,1.2, ,183, ,147, ,36, ,1.2
14933,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,1997/98,Male, ,All,d,4.2,4, ,:,93, ,87, , ,:,1.1
14934,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,1997/98,Female, ,All,d,2.7,2.6, ,:,69, ,66, , ,:,1
14935,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,1998/99,Male, ,All,d,6.4,6.2, ,:,135, ,132, , ,:,1
14936,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,1998/99,Female, ,All,d,2.4,2.2, ,:,60, ,57, , ,:,1.1
14937,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,1999/00,Male, ,All,d,5,4.8, ,:,108, ,105, , ,:,1
14938,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,1999/00,Female, ,All,d,1.7,1.7, ,:,45, ,45, , ,:,1
14939,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2000/01,Male, ,All,d,2.5,2.4, ,:,51, ,48, , ,:,1.1
14940,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2000/01,Female, ,All,d,0.5,0.5, ,:,12, ,12, , ,:,1
14941,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2001/02,Male, ,All,d,1.5,1.5, ,:,30, ,30, , ,:,1
14942,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2001/02,Female, ,All,d,0.9,0.9, ,:,24, ,21, , ,:,1.1
14943,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2002/03,Male, ,All,d,2.4,2.4, ,:,54, ,54, , ,:,1
14944,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2002/03,Female, ,All,d,0.9,0.8, ,:,24, ,21, , ,:,1.1
14945,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2003/04,Male, ,All,d,3.7,3.4, ,:,84, ,78, , ,:,1.1
14946,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2003/04,Female, ,All,d,1.3,1.2, ,:,36, ,33, , ,:,1.1
14947,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2004/05,Male, ,All,d,3.6,3.4, ,:,78, ,75, , ,:,1
14948,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2004/05,Female, ,All,d,0.9,0.9, ,:,21, ,21, , ,:,1
14949,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2005/06,Male, ,All,d,3,2.9, ,:,66, ,66, , ,:,1
14950,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2005/06,Female, ,All,d,0.9,0.9, ,:,24, ,24, , ,:,1
14951,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2006/07,Male, ,All,d,3.2,3, ,:,66, ,63, , ,:,1
14952,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2006/07,Female, ,All,d,1.2,1.2, ,:,33, ,33, , ,:,1
14953,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2007/08,Male, ,All,d,3,2.9,1.2, ,66, ,66, ,27, ,1
14954,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2007/08,Female, ,All,d,1.2,1.1,.8, ,30, ,30, ,21, ,1
14955,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2008/09,Male, ,All,d,2.3,2.3,1.3, ,51, ,51, ,27, ,1
14956,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2008/09,Female, ,All,d,1,1,.6, ,27, ,27, ,15, ,1
14957,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2009/10,Male, ,All,d,2.9,2.8,1.4, ,72, ,69, ,33, ,1
14958,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2009/10,Female, ,All,d,1.7,1.6,.9, ,45, ,42, ,21, ,1.1
14959,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2010/11,Male, ,All,d,2.8,2.8,1.2, ,66, ,66, ,27, ,1
14960,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2010/11,Female, ,All,d,1.3,1.2,.9, ,36, ,33, ,24, ,1.1
14961,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2011/12,Male, ,All,d,2.1,2,1, ,51, ,51, ,24, ,1
14962,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2011/12,Female, ,All,d,1.6,1.5,.9, ,42, ,42, ,24, ,1
14963,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2012/13,Male, ,All,d,2.6,2.4,1.3, ,63, ,60, ,30, ,1.1
14964,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2012/13,Female, ,All,d,1.3,1.2,.7, ,33, ,33, ,18, ,1
14965,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2013/14,Male, ,All,d,3,2.7,1.5, ,75, ,66, ,36, ,1.1
14966,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2013/14,Female, ,All,d,1.4,1.3,.9, ,39, ,39, ,27, ,1
14967,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2014/15,Male, ,All,d,1.9,1.8,.8, ,48, ,45, ,18, ,1.1
14968,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2014/15,Female, ,All,d,1.2,1.2,.9, ,36, ,33, ,24, ,1.1
14969,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2015/16,Male, ,All,d,2.5,2.5,1, ,63, ,60, ,27, ,1.1
14970,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2015/16,Female, ,All,d,1.2,1.2,.7, ,33, ,33, ,21, ,1
14971,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2016/17,Male, ,All,d,2.2,2,1, ,54, ,48, ,24, ,1.1
14972,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2016/17,Female, ,All,d,1.2,1.2,.7, ,36, ,33, ,21, ,1.1
14973,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2017/18,Male, ,All,d,3.7,3.5,1.4, ,96, ,90, ,36, ,1.1
14974,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2017/18,Female, ,All,d,1.7,1.6,.9, ,48, ,45, ,27, ,1.1
14975,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2018/19,Male, ,All,d,5,4.6,2.3, ,132, ,120, ,60, ,1.1
14976,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2018/19,Female, ,All,d,1.8,1.8,.9, ,51, ,51, ,27, ,1
14977,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2019/20,Male, ,All,d,2.9,2.7,1.4, ,78, ,72, ,39, ,1.1
14978,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR01,2019/20,Female, ,All,d,1.6,1.5,1.1, ,48, ,42, ,30, ,1.1
14979,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,1997/98,Male, ,All,d,1.6,1.6, ,:,36, ,33, , ,:,1.1
14980,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,1997/98,Female, ,All,d,0.3,0.3, ,:,6, ,6, , ,:,1
14981,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,1998/99,Male, ,All,d,0.5,0.5, ,:,12, ,12, , ,:,1
14982,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,1998/99,Female, ,All,d,0.4,0.3, ,:,12, ,9, , ,:,1.3
14983,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,1999/00,Male, ,All,d,1.3,1.2, ,:,30, ,27, , ,:,1.1
14984,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,1999/00,Female, ,All,d,0.5,0.4, ,:,12, ,12, , ,:,1
14985,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2000/01,Male, ,All,d,0.9,0.9, ,:,21, ,21, , ,:,1
14986,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2000/01,Female, ,All,d,0.7,0.7, ,:,18, ,18, , ,:,1
14987,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2001/02,Male, ,All,d,0.9,0.9, ,:,18, ,18, , ,:,1
14988,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2001/02,Female, ,All,d,0.7,0.7, ,:,18, ,18, , ,:,1
14989,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2002/03,Male, ,All,d,1.2,1.1, ,:,30, ,27, , ,:,1.1
14990,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2002/03,Female, ,All,d,0.7,0.6, ,:,18, ,15, , ,:,1.2
14991,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2003/04,Male, ,All,d,0.9,0.9, ,:,21, ,21, , ,:,1
14992,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2003/04,Female, ,All,d,0.4,0.4, ,:,9, ,9, , ,:,1
14993,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2004/05,Male, ,All,d,0.9,0.9, ,:,24, ,24, , ,:,1
14994,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2004/05,Female, ,All,d,0.8,0.6, ,:,21, ,15, , ,:,1.4
14995,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2005/06,Male, ,All,d,0.8,0.8, ,:,21, ,18, , ,:,1.2
14996,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2005/06,Female, ,All,d,0.4,0.4, ,:,12, ,12, , ,:,1
14997,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2006/07,Male, ,All,d,0.9,0.9, ,:,21, ,21, , ,:,1
14998,M&B - Other mental and behavioural disorders,"F10.8, F10.9", ,SMR04,2006/07,Female, ,All,d,0.5,0.5, ,:,15, ,15, , ,:,1
